Date,HomeTeam,AwayTeam,FTHG,FTAG
2009-12-06,Bologna,Udinese,2,1
2009-12-06,Siena,Catania,3,2
2009-12-06,Napoli,Bari,3,2
2009-12-06,Livorno,Chievo,0,2
2009-12-06,Genoa,Parma,2,2
2009-12-06,Palermo,Cagliari,2,1
2009-12-07,Watford,QPR,3,1
2009-12-08,Sheffield United,Nott'm Forest,0,0
2009-12-08,Swansea,Plymouth,1,0
2009-12-08,West Brom,Cardiff,0,2
2009-12-08,Middlesbrough,Blackpool,0,3
2009-12-08,Leicester,Bristol City,1,3
2009-12-08,Ipswich,Peterboro,0,0
2009-12-08,Doncaster,Sheffield Weds,1,0
2009-12-08,Preston,Derby,0,0
2009-12-08,Reading,Crystal Palace,2,4
2009-12-09,Barnsley,Scunthorpe,1,1
2009-12-09,Coventry,Newcastle,0,2
2009-12-10,Toulouse,Sochaux,2,0
2009-12-10,Lille,St Etienne,4,0
2009-12-11,Westerlo,Anderlecht,0,2
2009-12-11,Hertha,Leverkusen,2,2
2009-12-11,Ajax,Nijmegen,3,0
2009-12-12,Hoffenheim,Ein Frankfurt,1,1
2009-12-12,Bochum,Bayern Munich,1,5
2009-12-12,Nurnberg,Hamburg,0,4
2009-12-12,Werder Bremen,Schalke 04,0,2
2009-12-12,Barcelona,Espanol,1,0
2009-12-12,Valencia,Real Madrid,2,3
2009-12-12,Tottenham,Wolves,0,1
2009-12-12,Bolton,Man City,3,3
2009-12-12,Freiburg,FC Koln,0,0
2009-12-12,Birmingham,West Ham,1,0
2009-12-12,Hull,Blackburn,0,0
2009-12-12,Man United,Aston Villa,0,1
2009-12-12,Stoke,Wigan,2,2
2009-12-12,Sunderland,Portsmouth,1,1
2009-12-12,Zaragoza,Ath Bilbao,1,2
2009-12-12,M’Gladbach,Hannover,5,3
2009-12-12,Burnley,Fulham,1,1
2009-12-12,Heerenveen,Feyenoord,0,2
2009-12-12,Chelsea,Everton,3,3
2009-12-12,PSV Eindhoven,AZ Alkmaar,1,0
2009-12-12,Bari,Juventus,3,1
2009-12-12,Cagliari,Napoli,3,3
2009-12-12,Standard,Roeselare,0,1
2009-12-12,St Truiden,Kortrijk,0,2
2009-12-12,Nancy,Rennes,1,2
2009-12-12,VVV Venlo,Waalwijk,3,0
2009-12-12,Germinal,Charleroi,0,0
2009-12-12,Club Brugge,Mechelen,1,1
2009-12-12,Watford,Derby,0,1
2009-12-12,Swansea,Nott'm Forest,0,1
2009-12-12,Sheffield United,Crystal Palace,2,0
2009-12-12,Preston,Plymouth,2,0
2009-12-12,Marseille,Boulogne,2,0
2009-12-12,Ipswich,Blackpool,3,1
2009-12-12,Le Mans,Valenciennes,2,1
2009-12-12,Lens,Nice,2,0
2009-12-12,Lorient,Auxerre,0,0
2009-12-12,Reading,Scunthorpe,1,1
2009-12-12,Twente,NAC Breda,3,1
2009-12-12,Barnsley,Newcastle,2,2
2009-12-12,Leicester,Sheffield Weds,3,0
2009-12-12,Doncaster,Bristol City,1,0
2009-12-12,Coventry,Peterboro,3,2
2009-12-13,Valladolid,Malaga,1,1
2009-12-13,Den Haag,Heracles,1,4
2009-12-13,Sparta,Groningen,2,4
2009-12-13,Vitesse,Utrecht,2,2
2009-12-13,Willem II,Roda JC,1,3
2009-12-13,Getafe,Tenerife,2,1
2009-12-13,Siena,Udinese,2,1
2009-12-13,Sampdoria,Roma,0,0
2009-12-13,Parma,Bologna,2,1
2009-12-13,Milan,Palermo,0,2
2009-12-13,Lazio,Genoa,1,0
2009-12-13,Catania,Livorno,0,1
2009-12-13,Atalanta,Inter,1,1
2009-12-13,Gent,Genk,2,1
2009-12-13,Waregem,Cercle Brugge,1,0
2009-12-13,Osasuna,Mallorca,0,1
2009-12-13,Santander,Xerez,3,2
2009-12-13,Sp Gijon,Sevilla,0,1
2009-12-13,Middlesbrough,Cardiff,0,1
2009-12-13,Chievo,Fiorentina,2,1
2009-12-13,Almeria,La Coruna,1,1
2009-12-13,Toulouse,Montpellier,0,1
2009-12-13,Wolfsburg,Dortmund,1,3
2009-12-13,Mainz,Stuttgart,1,1
2009-12-13,Liverpool,Arsenal,1,2
2009-12-13,Ath Madrid,Villarreal,1,2
2009-12-13,Lyon,Bordeaux,0,1
2009-12-13,Monaco,Lille,0,4
2009-12-13,Paris SG,St Etienne,3,0
2009-12-13,Sochaux,Grenoble,1,0
2009-12-14,West Brom,QPR,2,2
2009-12-15,Sunderland,Aston Villa,0,2
2009-12-15,Man United,Wolves,3,0
2009-12-15,Bolton,West Ham,3,1
2009-12-15,Valenciennes,Auxerre,0,0
2009-12-15,Birmingham,Blackburn,2,1
2009-12-16,Burnley,Arsenal,1,1
2009-12-16,Nancy,Nice,2,0
2009-12-16,Montpellier,Bordeaux,0,1
2009-12-16,Monaco,Rennes,1,0
2009-12-16,Lorient,Marseille,1,2
2009-12-16,Le Mans,Grenoble,1,0
2009-12-16,Lyon,Boulogne,2,0
2009-12-16,Tottenham,Man City,3,0
2009-12-16,Chelsea,Portsmouth,2,1
2009-12-16,Paris SG,Lens,1,1
2009-12-16,Liverpool,Wigan,2,1
2009-12-18,Heracles,VVV Venlo,1,0
2009-12-18,Schalke 04,Mainz,1,0
2009-12-19,QPR,Sheffield United,1,1
2009-12-19,Sheffield Weds,Swansea,0,2
2009-12-19,Montpellier,Nancy,0,2
2009-12-19,Aston Villa,Stoke,1,0
2009-12-19,Blackburn,Tottenham,0,2
2009-12-19,Fulham,Man United,3,0
2009-12-19,Man City,Sunderland,4,3
2009-12-19,Portsmouth,Liverpool,2,0
2009-12-19,Kortrijk,Westerlo,1,1
2009-12-19,Genk,Waregem,2,2
2009-12-19,Lokeren,Gent,0,1
2009-12-19,Dortmund,Freiburg,1,0
2009-12-19,St Etienne,Marseille,0,0
2009-12-19,Valenciennes,Lens,0,0
2009-12-19,Rennes,Paris SG,1,0
2009-12-19,Bordeaux,Lorient,4,1
2009-12-19,Grenoble,Nice,1,1
2009-12-19,Arsenal,Hull,3,0
2009-12-19,Ein Frankfurt,Wolfsburg,2,2
2009-12-19,Roeselare,St Truiden,1,2
2009-12-19,Real Madrid,Zaragoza,6,0
2009-12-19,Sevilla,Getafe,1,2
2009-12-19,Crystal Palace,Barnsley,1,1
2009-12-19,Bristol City,Reading,1,1
2009-12-19,Nott'm Forest,Preston,3,0
2009-12-19,Peterboro,Watford,2,1
2009-12-19,AZ Alkmaar,Den Haag,3,0
2009-12-19,Feyenoord,Willem II,1,0
2009-12-19,Waalwijk,Sparta,4,1
2009-12-19,Derby,Doncaster,0,2
2009-12-19,Bayern Munich,Hertha,5,2
2009-12-19,Stuttgart,Hoffenheim,3,1
2009-12-19,Leverkusen,M’Gladbach,3,2
2009-12-19,Hannover,Bochum,2,3
2009-12-19,Plymouth,Coventry,0,1
2009-12-19,Ath Bilbao,Osasuna,2,0
2009-12-20,Villarreal,Santander,2,0
2009-12-20,Hamburg,Werder Bremen,2,1
2009-12-20,Everton,Birmingham,1,1
2009-12-20,West Ham,Chelsea,1,1
2009-12-20,Wolves,Burnley,2,0
2009-12-20,Valladolid,Sp Gijon,2,1
2009-12-20,Newcastle,Middlesbrough,2,0
2009-12-20,Tenerife,Ath Madrid,1,1
2009-12-20,Auxerre,Toulouse,1,1
2009-12-20,Lille,Le Mans,3,0
2009-12-20,Monaco,Lyon,1,1
2009-12-20,Juventus,Catania,1,2
2009-12-20,Livorno,Sampdoria,3,1
2009-12-20,Napoli,Chievo,2,0
2009-12-20,FC Koln,Nurnberg,3,0
2009-12-20,Palermo,Siena,1,0
2009-12-20,Inter,Lazio,1,0
2009-12-20,Roma,Parma,2,0
2009-12-20,Espanol,Almeria,2,0
2009-12-20,La Coruna,Valencia,0,0
2009-12-20,Malaga,Mallorca,2,1
2009-12-22,Lens,St Etienne,1,0
2009-12-23,Nice,Boulogne,2,2
2009-12-23,Sochaux,Rennes,2,0
2009-12-23,Lyon,Montpellier,1,2
2009-12-23,Toulouse,Bordeaux,1,2
2009-12-23,Marseille,Auxerre,0,2
2009-12-23,Paris SG,Grenoble,4,0
2009-12-23,Le Mans,Monaco,1,1
2009-12-23,Lorient,Valenciennes,3,2
2009-12-23,Nancy,Lille,0,4
2009-12-26,QPR,Bristol City,2,1
2009-12-26,Watford,Nott'm Forest,0,0
2009-12-26,Crystal Palace,Ipswich,3,1
2009-12-26,Coventry,Doncaster,1,0
2009-12-26,West Brom,Peterboro,2,0
2009-12-26,Reading,Swansea,1,1
2009-12-26,Sheffield Weds,Newcastle,2,2
2009-12-26,Middlesbrough,Scunthorpe,3,0
2009-12-26,Derby,Blackpool,0,2
2009-12-26,Wigan,Blackburn,1,1
2009-12-26,West Ham,Portsmouth,2,0
2009-12-26,Charleroi,Roeselare,3,0
2009-12-26,Club Brugge,Cercle Brugge,2,1
2009-12-26,Germinal,Genk,1,0
2009-12-26,St Truiden,Mechelen,5,2
2009-12-26,Standard,Lokeren,2,0
2009-12-26,Sunderland,Everton,1,1
2009-12-26,Leicester,Sheffield United,2,1
2009-12-26,Cardiff,Plymouth,0,1
2009-12-26,Fulham,Tottenham,0,0
2009-12-26,Burnley,Bolton,1,1
2009-12-26,Liverpool,Wolves,2,0
2009-12-26,Birmingham,Chelsea,0,0
2009-12-26,Man City,Stoke,2,0
2009-12-27,Hull,Man United,1,3
2009-12-27,Gent,Anderlecht,2,2
2009-12-27,Waregem,Westerlo,1,0
2009-12-27,Arsenal,Aston Villa,3,0
2009-12-28,Tottenham,West Ham,2,0
2009-12-28,Barnsley,Middlesbrough,2,1
2009-12-28,Blackburn,Sunderland,2,2
2009-12-28,Chelsea,Fulham,2,1
2009-12-28,Everton,Burnley,2,0
2009-12-28,Nott'm Forest,Coventry,2,0
2009-12-28,Wolves,Man City,0,3
2009-12-28,Scunthorpe,West Brom,1,3
2009-12-28,Stoke,Birmingham,0,1
2009-12-28,Plymouth,Reading,4,1
2009-12-28,Sheffield United,Preston,1,0
2009-12-28,Swansea,Crystal Palace,0,0
2009-12-28,Newcastle,Derby,0,0
2009-12-28,Ipswich,QPR,3,0
2009-12-28,Bristol City,Watford,2,2
2009-12-28,Peterboro,Cardiff,4,4
2009-12-29,Cercle Brugge,Standard,2,0
2009-12-29,Genk,St Truiden,0,0
2009-12-29,Bolton,Hull,2,2
2009-12-29,Aston Villa,Liverpool,0,1
2009-12-30,Anderlecht,Waregem,2,1
2009-12-30,Kortrijk,Club Brugge,1,4
2009-12-30,Lokeren,Germinal,2,0
2009-12-30,Mechelen,Charleroi,1,0
2009-12-30,Roeselare,Gent,0,4
2009-12-30,Man United,Wigan,5,0
2009-12-30,Portsmouth,Arsenal,1,4
2010-01-02,Ath Madrid,Sevilla,2,1
2010-01-02,Valencia,Espanol,1,0
2010-01-02,Barcelona,Villarreal,1,1
2010-01-03,Almeria,Xerez,1,0
2010-01-03,Sp Gijon,Malaga,2,2
2010-01-03,Zaragoza,La Coruna,0,0
2010-01-03,Santander,Tenerife,2,0
2010-01-03,Osasuna,Real Madrid,0,0
2010-01-03,Getafe,Valladolid,1,0
2010-01-03,Mallorca,Ath Bilbao,2,0
2010-01-05,Stoke,Fulham,3,2
2010-01-06,Chievo,Inter,0,1
2010-01-06,Milan,Genoa,5,2
2010-01-06,Atalanta,Napoli,0,2
2010-01-06,Bari,Udinese,2,0
2010-01-06,Catania,Bologna,1,0
2010-01-06,Cagliari,Roma,2,2
2010-01-06,Lazio,Livorno,4,1
2010-01-06,Sampdoria,Palermo,1,1
2010-01-06,Parma,Juventus,1,2
2010-01-06,Siena,Fiorentina,1,5
2010-01-08,West Brom,Nott'm Forest,1,3
2010-01-09,Coventry,Barnsley,3,1
2010-01-09,Derby,Scunthorpe,1,4
2010-01-09,Birmingham,Man United,1,1
2010-01-09,Arsenal,Everton,2,2
2010-01-09,Villarreal,Almeria,1,1
2010-01-09,Roma,Chievo,1,0
2010-01-09,Cardiff,Blackpool,1,1
2010-01-09,Inter,Siena,4,3
2010-01-09,Valladolid,Ath Madrid,0,4
2010-01-09,Sevilla,Santander,1,2
2010-01-10,La Coruna,Osasuna,1,0
2010-01-10,Leicester,Ipswich,1,1
2010-01-10,Espanol,Zaragoza,2,1
2010-01-10,Bologna,Cagliari,0,1
2010-01-10,Fiorentina,Bari,2,1
2010-01-10,Genoa,Catania,2,0
2010-01-10,Udinese,Lazio,1,1
2010-01-10,Napoli,Sampdoria,1,0
2010-01-10,Livorno,Parma,2,1
2010-01-10,Malaga,Ath Bilbao,1,1
2010-01-10,Real Madrid,Mallorca,2,0
2010-01-10,Sp Gijon,Getafe,1,0
2010-01-10,Tenerife,Barcelona,0,5
2010-01-10,Xerez,Valencia,1,3
2010-01-10,Juventus,Milan,0,3
2010-01-10,Palermo,Atalanta,1,0
2010-01-11,Man City,Blackburn,4,1
2010-01-13,Monaco,Montpellier,4,0
2010-01-13,Boulogne,Sochaux,0,0
2010-01-15,Bayern Munich,Hoffenheim,2,0
2010-01-15,Gent,Kortrijk,2,2
2010-01-16,Hannover,Hertha,0,3
2010-01-16,Everton,Man City,2,0
2010-01-16,M’Gladbach,Bochum,1,2
2010-01-16,Man United,Burnley,3,0
2010-01-16,Tottenham,Hull,0,0
2010-01-16,Wolves,Wigan,0,2
2010-01-16,Hamburg,Freiburg,2,0
2010-01-16,Ein Frankfurt,Werder Bremen,1,0
2010-01-16,Bari,Inter,2,2
2010-01-16,Cagliari,Livorno,3,0
2010-01-16,Leverkusen,Mainz,4,2
2010-01-16,Stoke,Liverpool,1,1
2010-01-16,Chelsea,Sunderland,7,2
2010-01-16,Charleroi,Genk,1,3
2010-01-16,St Truiden,Lokeren,2,1
2010-01-16,Valenciennes,Toulouse,1,3
2010-01-16,Rennes,Lens,1,1
2010-01-16,Montpellier,Nice,1,0
2010-01-16,Monaco,Sochaux,2,0
2010-01-16,Lille,Paris SG,3,1
2010-01-16,Le Mans,Lorient,0,3
2010-01-16,Grenoble,St Etienne,1,2
2010-01-16,Auxerre,Boulogne,0,0
2010-01-16,Nancy,Lyon,0,2
2010-01-16,Stuttgart,Wolfsburg,3,1
2010-01-16,Barcelona,Sevilla,4,0
2010-01-16,Osasuna,Espanol,2,0
2010-01-16,Ath Bilbao,Real Madrid,1,0
2010-01-16,Barnsley,Sheffield Weds,1,2
2010-01-16,Roeselare,Mechelen,1,2
2010-01-16,Plymouth,Crystal Palace,0,1
2010-01-16,Nott'm Forest,Reading,2,1
2010-01-16,Swansea,Leicester,1,0
2010-01-16,Scunthorpe,Cardiff,1,1
2010-01-16,Sheffield United,Middlesbrough,1,0
2010-01-16,Blackpool,QPR,2,2
2010-01-16,Ipswich,Coventry,3,2
2010-01-16,Doncaster,Watford,2,1
2010-01-16,Bristol City,Preston,4,2
2010-01-16,Peterboro,Derby,0,3
2010-01-17,FC Koln,Dortmund,2,3
2010-01-17,Schalke 04,Nurnberg,1,0
2010-01-17,Utrecht,Twente,0,0
2010-01-17,Nijmegen,Vitesse,2,1
2010-01-17,NAC Breda,Ajax,1,1
2010-01-17,Valencia,Villarreal,4,1
2010-01-17,Aston Villa,West Ham,0,0
2010-01-17,Standard,Anderlecht,0,4
2010-01-17,Santander,Valladolid,1,1
2010-01-17,Malaga,Getafe,1,0
2010-01-17,Ath Madrid,Sp Gijon,3,2
2010-01-17,Almeria,Tenerife,1,1
2010-01-17,Bordeaux,Marseille,1,1
2010-01-17,Bolton,Arsenal,0,2
2010-01-17,Blackburn,Fulham,2,0
2010-01-17,Germinal,Cercle Brugge,1,4
2010-01-17,Zaragoza,Xerez,0,0
2010-01-17,Roma,Genoa,3,0
2010-01-17,Parma,Udinese,0,0
2010-01-17,Milan,Siena,4,0
2010-01-17,Napoli,Palermo,0,0
2010-01-17,Chievo,Juventus,1,0
2010-01-17,Atalanta,Lazio,3,0
2010-01-17,Fiorentina,Bologna,1,2
2010-01-17,Sampdoria,Catania,1,1
2010-01-17,Mallorca,La Coruna,2,0
2010-01-18,Newcastle,West Brom,2,2
2010-01-19,Roda JC,PSV Eindhoven,0,1
2010-01-19,Blackpool,Sheffield Weds,1,2
2010-01-19,St Etienne,Rennes,0,0
2010-01-20,Nice,Auxerre,0,1
2010-01-20,Groningen,Heerenveen,2,0
2010-01-20,Toulouse,Nancy,0,0
2010-01-20,Paris SG,Monaco,0,1
2010-01-20,Liverpool,Tottenham,2,0
2010-01-20,Marseille,Le Mans,2,1
2010-01-20,Sochaux,Lille,2,1
2010-01-20,Lens,Montpellier,0,1
2010-01-20,Grenoble,Bordeaux,1,3
2010-01-20,Lorient,Lyon,1,3
2010-01-20,Boulogne,Valenciennes,0,2
2010-01-20,Bologna,Atalanta,2,2
2010-01-20,Genoa,Bari,1,1
2010-01-20,Arsenal,Bolton,4,2
2010-01-22,PSV Eindhoven,Nijmegen,3,0
2010-01-22,Freiburg,Stuttgart,0,1
2010-01-23,Westerlo,Gent,0,0
2010-01-23,La Coruna,Ath Bilbao,3,1
2010-01-23,Waregem,St Truiden,2,0
2010-01-23,Nurnberg,Ein Frankfurt,1,1
2010-01-23,Mainz,Hannover,1,0
2010-01-23,Hertha,M’Gladbach,0,0
2010-01-23,Dortmund,Hamburg,1,0
2010-01-23,Bochum,Schalke 04,2,2
2010-01-23,Werder Bremen,Bayern Munich,2,3
2010-01-23,Sheffield Weds,Peterboro,2,1
2010-01-23,Middlesbrough,Swansea,1,1
2010-01-23,Heracles,Vitesse,1,2
2010-01-23,Roda JC,Utrecht,2,0
2010-01-23,Heerenveen,Willem II,4,2
2010-01-23,Waalwijk,NAC Breda,0,1
2010-01-23,Lokeren,Roeselare,1,4
2010-01-23,Valladolid,Barcelona,0,3
2010-01-23,Sevilla,Almeria,1,0
2010-01-23,Kortrijk,Germinal,3,0
2010-01-23,Man United,Hull,4,0
2010-01-23,Juventus,Roma,1,2
2010-01-23,Blackpool,Watford,3,2
2010-01-23,Catania,Parma,3,0
2010-01-24,Inter,Milan,2,0
2010-01-24,Genoa,Atalanta,2,0
2010-01-24,Livorno,Napoli,0,2
2010-01-24,Siena,Cagliari,1,1
2010-01-24,Udinese,Sampdoria,2,3
2010-01-24,Palermo,Fiorentina,3,0
2010-01-24,Villarreal,Zaragoza,4,2
2010-01-24,Sp Gijon,Santander,0,1
2010-01-24,Espanol,Mallorca,1,1
2010-01-24,Real Madrid,Malaga,2,0
2010-01-24,Getafe,Ath Madrid,1,0
2010-01-24,Genk,Club Brugge,2,0
2010-01-24,Mechelen,Standard,0,0
2010-01-24,Lazio,Chievo,1,1
2010-01-24,Tenerife,Valencia,0,0
2010-01-24,Xerez,Osasuna,1,2
2010-01-24,VVV Venlo,Feyenoord,1,1
2010-01-24,Bologna,Bari,2,1
2010-01-24,Ajax,AZ Alkmaar,1,0
2010-01-24,Wolfsburg,FC Koln,2,3
2010-01-24,Sparta,Den Haag,0,0
2010-01-24,Groningen,Twente,0,0
2010-01-24,Hoffenheim,Leverkusen,0,3
2010-01-26,Wolves,Liverpool,0,0
2010-01-26,Portsmouth,West Ham,1,1
2010-01-26,Bolton,Burnley,1,0
2010-01-26,Tottenham,Fulham,2,0
2010-01-26,Barnsley,Leicester,1,0
2010-01-26,Swansea,Coventry,0,0
2010-01-26,Plymouth,Derby,1,0
2010-01-26,Peterboro,Preston,0,1
2010-01-26,Ipswich,West Brom,1,1
2010-01-26,Doncaster,Middlesbrough,1,4
2010-01-26,Bristol City,Cardiff,0,6
2010-01-26,Nott'm Forest,QPR,5,0
2010-01-26,Sheffield United,Reading,3,0
2010-01-27,Newcastle,Crystal Palace,2,0
2010-01-27,Aston Villa,Arsenal,0,0
2010-01-27,Blackburn,Wigan,2,1
2010-01-27,Chelsea,Birmingham,3,0
2010-01-27,Everton,Sunderland,2,0
2010-01-27,Scunthorpe,Sheffield Weds,2,0
2010-01-29,Hamburg,Wolfsburg,1,1
2010-01-29,Germinal,Anderlecht,0,5
2010-01-29,Willem II,Waalwijk,2,1
2010-01-30,Hull,Wolves,2,2
2010-01-30,Fulham,Aston Villa,0,2
2010-01-30,Liverpool,Bolton,2,0
2010-01-30,M’Gladbach,Werder Bremen,4,3
2010-01-30,AZ Alkmaar,Groningen,0,1
2010-01-30,Espanol,Ath Bilbao,1,0
2010-01-30,La Coruna,Real Madrid,1,3
2010-01-30,Sp Gijon,Barcelona,0,1
2010-01-30,Cardiff,Doncaster,2,1
2010-01-30,Coventry,Blackpool,1,1
2010-01-30,West Ham,Blackburn,0,0
2010-01-30,Lille,Lens,1,0
2010-01-30,Bordeaux,Boulogne,0,0
2010-01-30,Wigan,Everton,0,1
2010-01-30,Le Mans,Toulouse,1,3
2010-01-30,Monaco,Nice,3,2
2010-01-30,Montpellier,Marseille,2,0
2010-01-30,Nancy,Lorient,1,0
2010-01-30,Birmingham,Tottenham,1,1
2010-01-30,Den Haag,Heerenveen,2,1
2010-01-30,NAC Breda,VVV Venlo,2,0
2010-01-30,Nijmegen,Sparta,1,0
2010-01-30,Hertha,Bochum,0,0
2010-01-30,Hannover,Nurnberg,1,3
2010-01-30,Schalke 04,Hoffenheim,2,0
2010-01-30,Bayern Munich,Mainz,3,0
2010-01-30,Ein Frankfurt,FC Koln,1,2
2010-01-30,Rennes,Grenoble,4,0
2010-01-30,Burnley,Chelsea,1,2
2010-01-30,Sheffield Weds,Plymouth,2,1
2010-01-30,Napoli,Genoa,0,0
2010-01-30,Bari,Palermo,4,2
2010-01-30,Preston,Ipswich,2,0
2010-01-30,Crystal Palace,Peterboro,2,0
2010-01-30,Derby,Nott'm Forest,1,0
2010-01-30,Leicester,Newcastle,0,0
2010-01-30,Middlesbrough,Bristol City,0,0
2010-01-30,QPR,Scunthorpe,0,1
2010-01-30,Reading,Barnsley,1,0
2010-01-30,West Brom,Sheffield United,3,1
2010-01-30,Club Brugge,Westerlo,2,1
2010-01-30,Mechelen,Cercle Brugge,1,2
2010-01-31,Arsenal,Man United,1,3
